Index,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
863,Australia,2024,SQL Injection,Retail,66.49,709125,Hacker Group,Weak Passwords,AI-based Detection,37
864,Japan,2018,Malware,Education,5.33,656250,Hacker Group,Social Engineering,Firewall,67
865,India,2020,Ransomware,Healthcare,10.46,32616,Unknown,Unpatched Software,Firewall,63
866,Australia,2017,Phishing,Healthcare,39.3,290846,Unknown,Weak Passwords,Firewall,3
867,India,2023,DDoS,Banking,23.83,557428,Insider,Unpatched Software,VPN,38
868,Japan,2015,DDoS,Banking,59.13,182440,Insider,Zero-day,Firewall,8
869,Australia,2021,DDoS,Government,30.24,292383,Insider,Social Engineering,Encryption,71
870,France,2017,DDoS,Government,86.82,99728,Nation-state,Unpatched Software,VPN,44
871,USA,2015,DDoS,IT,66.39,365006,Insider,Weak Passwords,VPN,47
872,Russia,2019,Ransomware,Telecommunications,61.11,605427,Nation-state,Zero-day,Encryption,33
873,USA,2022,Malware,Retail,7.65,864358,Hacker Group,Unpatched Software,VPN,11
874,USA,2016,Ransomware,Retail,9.82,610968,Unknown,Unpatched Software,Antivirus,26
875,China,2016,DDoS,IT,67.28,413150,Hacker Group,Social Engineering,Firewall,27
876,USA,2017,Malware,Education,13.14,681956,Nation-state,Social Engineering,Antivirus,35
877,Australia,2016,Man-in-the-Middle,IT,84.46,94162,Unknown,Weak Passwords,Firewall,15
878,France,2023,Man-in-the-Middle,Retail,9.43,565002,Hacker Group,Unpatched Software,Firewall,72
879,France,2017,Phishing,Retail,90.69,275185,Nation-state,Zero-day,Encryption,20
880,Russia,2021,DDoS,Retail,37.47,476758,Hacker Group,Unpatched Software,AI-based Detection,19
881,USA,2024,SQL Injection,Banking,7.2,312607,Hacker Group,Weak Passwords,Antivirus,24
882,Russia,2017,Phishing,Banking,94.15,963192,Hacker Group,Weak Passwords,VPN,7
883,Australia,2015,Malware,Healthcare,42.15,680874,Unknown,Zero-day,Antivirus,8
884,France,2018,DDoS,Government,15.71,904770,Hacker Group,Social Engineering,Antivirus,4
885,USA,2022,SQL Injection,Government,98.46,429452,Hacker Group,Weak Passwords,Antivirus,6
886,USA,2018,Ransomware,Healthcare,51.71,858128,Hacker Group,Social Engineering,Antivirus,35
887,China,2021,Malware,Education,42.26,615849,Nation-state,Unpatched Software,Encryption,44
888,UK,2019,Phishing,Education,99.45,467349,Nation-state,Zero-day,Firewall,44
889,France,2021,SQL Injection,Retail,63.74,235418,Nation-state,Weak Passwords,Encryption,28
890,Australia,2017,SQL Injection,IT,5.05,823606,Insider,Weak Passwords,Encryption,25
891,China,2020,SQL Injection,IT,89.38,923489,Nation-state,Unpatched Software,Firewall,66
892,USA,2024,Phishing,IT,58.57,630793,Hacker Group,Social Engineering,AI-based Detection,64
893,France,2015,SQL Injection,Education,65.83,691903,Unknown,Zero-day,VPN,54
894,UK,2019,Phishing,Government,79.79,133632,Hacker Group,Weak Passwords,Firewall,8
895,Australia,2017,Phishing,Banking,90.5,42278,Insider,Weak Passwords,AI-based Detection,45
896,Germany,2016,Phishing,IT,2.1,176471,Unknown,Zero-day,VPN,9
897,India,2015,SQL Injection,Telecommunications,63.72,916516,Hacker Group,Social Engineering,Encryption,68
898,Japan,2023,SQL Injection,Government,87.8,510002,Hacker Group,Social Engineering,Firewall,62
899,UK,2015,Malware,IT,82.45,435994,Nation-state,Unpatched Software,Encryption,51
900,India,2016,Ransomware,IT,66.19,537670,Hacker Group,Unpatched Software,Encryption,55
901,Russia,2022,Malware,Banking,39.62,850339,Hacker Group,Social Engineering,Firewall,50
902,Japan,2021,DDoS,Government,35.46,937562,Unknown,Zero-day,Firewall,10
903,France,2020,Malware,Government,10.62,405267,Nation-state,Unpatched Software,AI-based Detection,5
904,China,2022,DDoS,Government,80.76,346279,Unknown,Zero-day,Encryption,59
905,Brazil,2016,DDoS,Telecommunications,10.45,889928,Nation-state,Zero-day,Encryption,63
906,France,2018,SQL Injection,Healthcare,0.95,376206,Unknown,Unpatched Software,Antivirus,44
907,India,2018,Ransomware,IT,27.14,227433,Unknown,Unpatched Software,Antivirus,13
908,Germany,2023,Ransomware,Healthcare,54.79,393779,Nation-state,Weak Passwords,Encryption,39
909,Russia,2022,Ransomware,IT,41.08,529025,Insider,Unpatched Software,AI-based Detection,42
910,Brazil,2024,Man-in-the-Middle,Education,8.94,451311,Unknown,Weak Passwords,Encryption,14
911,India,2017,Ransomware,Education,98.11,677198,Unknown,Social Engineering,VPN,28
912,Russia,2024,Man-in-the-Middle,Healthcare,9.4,480988,Nation-state,Unpatched Software,Encryption,59
913,Australia,2015,Ransomware,Telecommunications,46.39,605536,Nation-state,Unpatched Software,VPN,61
914,Brazil,2018,Ransomware,Banking,30.61,910960,Nation-state,Social Engineering,Antivirus,31
915,China,2018,Ransomware,Banking,43.98,386308,Nation-state,Weak Passwords,Antivirus,3
916,Australia,2017,Man-in-the-Middle,Banking,54.38,100855,Unknown,Social Engineering,VPN,2
917,China,2023,Malware,Education,23.74,317922,Insider,Social Engineering,Antivirus,18
918,USA,2018,DDoS,IT,82.13,220618,Unknown,Weak Passwords,Firewall,59
919,India,2015,Ransomware,Telecommunications,24.7,825941,Hacker Group,Unpatched Software,VPN,54
920,China,2022,Malware,Education,60.9,331234,Unknown,Social Engineering,Antivirus,3
921,China,2020,Man-in-the-Middle,Telecommunications,14.61,855055,Hacker Group,Unpatched Software,Antivirus,59
922,Japan,2022,DDoS,Telecommunications,34.31,305329,Unknown,Unpatched Software,Firewall,40
923,Japan,2020,Phishing,Government,32.39,442923,Nation-state,Social Engineering,Encryption,57
924,UK,2015,Ransomware,Banking,79.3,893277,Unknown,Social Engineering,Firewall,15
925,China,2020,Malware,Healthcare,30.86,240532,Insider,Weak Passwords,Encryption,64
926,USA,2016,DDoS,Healthcare,93.14,947960,Nation-state,Weak Passwords,Firewall,55
927,Brazil,2018,Malware,Healthcare,52.87,437283,Insider,Zero-day,Antivirus,30
928,China,2019,Malware,Healthcare,29.61,761390,Insider,Weak Passwords,Antivirus,7
929,France,2019,Phishing,Retail,25.75,998507,Insider,Weak Passwords,AI-based Detection,15
930,India,2017,DDoS,Retail,82.17,593329,Hacker Group,Unpatched Software,AI-based Detection,62
931,UK,2019,Phishing,Banking,60.07,197590,Insider,Zero-day,Encryption,62
932,Japan,2017,Ransomware,Banking,50.75,53111,Hacker Group,Social Engineering,Antivirus,15
933,Australia,2017,Phishing,Retail,14.88,69641,Hacker Group,Unpatched Software,Firewall,54
934,Germany,2022,DDoS,IT,73.98,953770,Insider,Weak Passwords,Firewall,54
935,Japan,2023,SQL Injection,Retail,42.33,643549,Nation-state,Weak Passwords,VPN,20
936,Brazil,2022,Man-in-the-Middle,Education,77.98,899279,Insider,Zero-day,Firewall,39
937,India,2016,Ransomware,Education,8.55,857887,Unknown,Social Engineering,Firewall,44
938,Russia,2016,Phishing,Government,30.57,503775,Unknown,Zero-day,VPN,71
939,Japan,2015,SQL Injection,IT,36.98,452892,Unknown,Weak Passwords,VPN,17
940,Russia,2018,Ransomware,Healthcare,24.06,327566,Unknown,Unpatched Software,AI-based Detection,6
941,Australia,2018,Ransomware,Education,50.66,851204,Insider,Zero-day,Firewall,3
942,UK,2017,Man-in-the-Middle,Government,79.27,923309,Hacker Group,Unpatched Software,Firewall,29
943,Brazil,2023,Phishing,Banking,71.86,151590,Nation-state,Zero-day,Antivirus,30
944,UK,2022,DDoS,Education,21.01,452432,Nation-state,Unpatched Software,Firewall,8
945,Japan,2015,Ransomware,Retail,95.38,769596,Nation-state,Weak Passwords,VPN,65
946,Germany,2022,Phishing,Banking,14.79,407151,Unknown,Weak Passwords,Antivirus,37
947,Brazil,2023,DDoS,IT,45.97,312555,Nation-state,Social Engineering,AI-based Detection,67
948,Brazil,2019,Man-in-the-Middle,Government,76.39,311908,Unknown,Weak Passwords,Encryption,68
949,China,2018,Malware,Banking,68.55,59979,Insider,Zero-day,Firewall,41
950,Japan,2019,Malware,IT,9.86,233545,Unknown,Zero-day,Antivirus,55
951,France,2020,Man-in-the-Middle,Retail,89.85,722081,Hacker Group,Zero-day,VPN,33
952,Russia,2024,SQL Injection,Healthcare,76.99,873037,Nation-state,Unpatched Software,Antivirus,31
953,India,2022,Malware,IT,12.08,482213,Nation-state,Social Engineering,AI-based Detection,3
954,India,2020,Phishing,Education,39.72,512850,Hacker Group,Zero-day,Antivirus,15
955,China,2023,Man-in-the-Middle,Telecommunications,37.73,849834,Hacker Group,Zero-day,AI-based Detection,56
956,Brazil,2022,Malware,Retail,78.03,660707,Insider,Unpatched Software,Firewall,11
957,USA,2021,Ransomware,Education,6.77,697935,Unknown,Social Engineering,AI-based Detection,16
958,Russia,2019,Malware,IT,71.92,500655,Nation-state,Zero-day,AI-based Detection,8
959,USA,2020,Ransomware,IT,95.79,239343,Nation-state,Zero-day,VPN,63
960,China,2023,Phishing,Retail,90.04,143728,Unknown,Zero-day,AI-based Detection,57
961,USA,2020,Phishing,Retail,99.64,464717,Insider,Weak Passwords,VPN,27
962,Russia,2018,SQL Injection,Education,1.25,351063,Nation-state,Weak Passwords,Firewall,56
963,Australia,2015,DDoS,Government,13.96,479025,Nation-state,Zero-day,Antivirus,54
964,Germany,2021,DDoS,Banking,1.62,823004,Nation-state,Zero-day,Encryption,22
965,Russia,2021,DDoS,Education,18.47,394957,Hacker Group,Weak Passwords,Antivirus,27
966,France,2019,Phishing,Telecommunications,28.88,96640,Unknown,Social Engineering,Antivirus,60
967,Russia,2024,DDoS,Education,19.5,325634,Insider,Weak Passwords,Firewall,5
968,France,2023,SQL Injection,Government,29.63,662667,Hacker Group,Zero-day,VPN,30
969,USA,2024,Phishing,IT,57.24,107681,Unknown,Zero-day,VPN,18
970,Russia,2017,Phishing,Banking,3.2,982243,Insider,Zero-day,Encryption,6
971,Japan,2022,SQL Injection,Government,79.19,950425,Unknown,Social Engineering,Antivirus,54
972,Brazil,2017,Ransomware,Education,80.5,279808,Insider,Social Engineering,Antivirus,60
973,India,2024,SQL Injection,Telecommunications,71.2,190099,Unknown,Zero-day,AI-based Detection,15
974,Brazil,2019,Malware,Government,12.04,713035,Nation-state,Social Engineering,AI-based Detection,59
975,Australia,2016,Malware,Retail,29.05,817347,Nation-state,Weak Passwords,Antivirus,68
976,Germany,2023,Ransomware,Healthcare,28.18,707214,Unknown,Weak Passwords,AI-based Detection,11
977,UK,2016,DDoS,Retail,39.26,668780,Hacker Group,Zero-day,Firewall,33
978,Russia,2015,DDoS,Telecommunications,57.21,609196,Unknown,Social Engineering,VPN,4
979,USA,2021,Man-in-the-Middle,Telecommunications,83.88,980367,Nation-state,Unpatched Software,Firewall,3
980,Russia,2022,Man-in-the-Middle,IT,84.1,919858,Nation-state,Unpatched Software,Encryption,47
981,France,2017,DDoS,Healthcare,39.49,195459,Hacker Group,Weak Passwords,Encryption,14
982,Russia,2015,Man-in-the-Middle,Government,46.76,713342,Unknown,Weak Passwords,Encryption,36
983,UK,2019,DDoS,Banking,80.68,19007,Nation-state,Unpatched Software,VPN,29
984,China,2022,Ransomware,Government,86.56,963091,Insider,Zero-day,VPN,37
985,UK,2017,Malware,Government,66.25,726887,Hacker Group,Social Engineering,Firewall,13
986,Russia,2021,DDoS,IT,78.76,130413,Unknown,Social Engineering,Encryption,66
987,Germany,2017,Malware,Banking,97.68,906914,Hacker Group,Zero-day,AI-based Detection,15
988,China,2020,Ransomware,IT,14.94,557218,Nation-state,Zero-day,Firewall,70
989,Russia,2018,SQL Injection,Banking,59.29,380543,Unknown,Weak Passwords,VPN,26
990,UK,2022,Malware,Retail,39.55,337363,Insider,Social Engineering,VPN,2
991,China,2018,DDoS,IT,14.04,803086,Nation-state,Social Engineering,VPN,23
992,China,2024,Man-in-the-Middle,IT,63.79,195858,Hacker Group,Zero-day,Encryption,1
993,India,2019,Malware,Banking,37.03,358371,Insider,Weak Passwords,AI-based Detection,30
994,Australia,2019,Phishing,Retail,9.12,212267,Insider,Zero-day,Antivirus,14
995,France,2021,Man-in-the-Middle,Healthcare,52.04,757744,Nation-state,Zero-day,Antivirus,43
996,Japan,2017,Ransomware,Retail,59.13,747705,Insider,Unpatched Software,VPN,47
997,USA,2024,Phishing,Telecommunications,64.67,996651,Hacker Group,Weak Passwords,Encryption,69
998,UK,2015,Ransomware,Government,52.78,281905,Insider,Social Engineering,VPN,32
999,Brazil,2019,Man-in-the-Middle,Healthcare,7.44,739981,Unknown,Social Engineering,Antivirus,54
1000,France,2016,SQL Injection,Telecommunications,47.19,554448,Hacker Group,Social Engineering,Antivirus,31
1001,USA,2016,Ransomware,Healthcare,99.19,745103,Insider,Unpatched Software,Encryption,8
1002,India,2015,DDoS,Healthcare,10.94,600279,Insider,Unpatched Software,AI-based Detection,16
1003,Russia,2016,Man-in-the-Middle,IT,48.86,973654,Unknown,Unpatched Software,Encryption,23
1004,China,2016,DDoS,Telecommunications,80.48,78123,Hacker Group,Social Engineering,Antivirus,50
1005,UK,2015,Man-in-the-Middle,Government,69.96,675955,Insider,Zero-day,Antivirus,60
1006,China,2016,DDoS,IT,18.96,122866,Insider,Unpatched Software,VPN,46
1007,Russia,2018,Ransomware,Education,66.33,177570,Nation-state,Social Engineering,Encryption,72
1008,France,2024,Man-in-the-Middle,Retail,60.4,774913,Unknown,Unpatched Software,Antivirus,43
1009,China,2024,Phishing,IT,24.92,852327,Unknown,Zero-day,VPN,44
1010,Australia,2019,DDoS,IT,32.06,775033,Hacker Group,Zero-day,Antivirus,8
1011,China,2022,Phishing,Telecommunications,71.77,823093,Insider,Zero-day,Firewall,36
1012,France,2018,Phishing,Government,70.59,947445,Insider,Social Engineering,Encryption,59
1013,Japan,2018,DDoS,IT,75.34,972713,Unknown,Unpatched Software,Encryption,71
1014,France,2023,Malware,Banking,9.99,116840,Unknown,Zero-day,Firewall,51
1015,USA,2021,Ransomware,Telecommunications,91.94,710953,Unknown,Zero-day,Firewall,9
1016,Russia,2015,DDoS,IT,66.09,467190,Nation-state,Social Engineering,AI-based Detection,25
1017,Germany,2024,Phishing,Healthcare,66.73,540773,Unknown,Unpatched Software,VPN,15
1018,Australia,2018,SQL Injection,Banking,40.11,874040,Unknown,Social Engineering,Firewall,6
1019,Australia,2022,SQL Injection,Healthcare,60.71,8498,Nation-state,Weak Passwords,VPN,17
1020,USA,2016,DDoS,IT,18.48,112881,Hacker Group,Social Engineering,VPN,32
1021,Japan,2018,DDoS,IT,9.9,942725,Insider,Zero-day,VPN,56
1022,France,2024,Phishing,Education,52.03,168684,Nation-state,Unpatched Software,VPN,27
1023,Japan,2018,DDoS,Telecommunications,25.06,559274,Hacker Group,Social Engineering,Firewall,27
1024,UK,2016,Phishing,Retail,13.68,144856,Unknown,Unpatched Software,Antivirus,13
1025,Japan,2015,Malware,Banking,2.63,418914,Nation-state,Unpatched Software,Firewall,53
1026,Brazil,2024,Phishing,Retail,88.47,842945,Hacker Group,Weak Passwords,Firewall,67
1027,UK,2022,DDoS,Government,50.04,841198,Unknown,Zero-day,VPN,41
1028,Germany,2024,Phishing,Government,19.52,50054,Insider,Unpatched Software,Antivirus,24
1029,Brazil,2020,DDoS,Telecommunications,4.52,52302,Unknown,Social Engineering,VPN,58
1030,India,2015,Man-in-the-Middle,Banking,97.28,694308,Nation-state,Weak Passwords,VPN,66
1031,China,2019,Malware,Telecommunications,62.67,520232,Nation-state,Weak Passwords,Encryption,53
1032,Germany,2018,SQL Injection,Retail,46.34,575379,Unknown,Zero-day,AI-based Detection,35
1033,Russia,2023,Man-in-the-Middle,IT,26.45,850714,Hacker Group,Unpatched Software,Encryption,6
1034,Germany,2023,SQL Injection,Healthcare,14.12,403325,Hacker Group,Weak Passwords,AI-based Detection,35
1035,Brazil,2022,Phishing,Education,80.99,345577,Insider,Unpatched Software,Encryption,4
1036,Australia,2017,Man-in-the-Middle,IT,30.51,428352,Hacker Group,Unpatched Software,Firewall,41
1037,Brazil,2023,Phishing,Banking,69.45,852592,Nation-state,Zero-day,AI-based Detection,12
1038,USA,2019,SQL Injection,Education,78.12,36804,Unknown,Weak Passwords,VPN,30
1039,Brazil,2020,Phishing,Telecommunications,92.63,725707,Hacker Group,Weak Passwords,AI-based Detection,9
1040,Australia,2017,Man-in-the-Middle,Telecommunications,35.27,765929,Nation-state,Weak Passwords,Firewall,16
1041,Russia,2017,Man-in-the-Middle,Retail,17.22,242574,Nation-state,Social Engineering,Encryption,59
1042,USA,2021,SQL Injection,Education,45.52,838652,Unknown,Social Engineering,Encryption,20
1043,Japan,2018,DDoS,Telecommunications,99.04,389405,Nation-state,Weak Passwords,Antivirus,53
1044,Russia,2022,Phishing,Telecommunications,56.44,359577,Unknown,Zero-day,Encryption,38
1045,India,2022,Man-in-the-Middle,Telecommunications,73.24,943689,Insider,Zero-day,Firewall,32
1046,Brazil,2024,SQL Injection,Education,14.69,783795,Insider,Weak Passwords,AI-based Detection,43
1047,Germany,2017,DDoS,Healthcare,72.05,263506,Insider,Zero-day,Encryption,49
1048,Australia,2020,DDoS,Telecommunications,20.59,457184,Insider,Social Engineering,VPN,11
1049,India,2019,SQL Injection,Banking,68.44,186842,Nation-state,Zero-day,VPN,40
1050,UK,2018,DDoS,Banking,8.81,198929,Nation-state,Weak Passwords,AI-based Detection,41
1051,Japan,2018,SQL Injection,Retail,51.58,65700,Hacker Group,Zero-day,Encryption,28
1052,Brazil,2021,Phishing,Telecommunications,83.79,90156,Hacker Group,Unpatched Software,Antivirus,65
1053,Australia,2015,DDoS,Telecommunications,14.55,470471,Nation-state,Unpatched Software,VPN,53
1054,China,2021,Malware,Retail,20.52,33426,Unknown,Social Engineering,Antivirus,16
1055,Russia,2024,Malware,Education,83.29,143037,Insider,Unpatched Software,Firewall,47
1056,Germany,2022,Ransomware,Telecommunications,79.77,151930,Unknown,Zero-day,Encryption,4
1057,China,2018,Malware,Education,97.2,499651,Nation-state,Zero-day,Encryption,50
1058,Brazil,2017,DDoS,Education,41.63,249211,Insider,Zero-day,AI-based Detection,59
1059,Germany,2024,SQL Injection,IT,1.01,470074,Insider,Weak Passwords,Encryption,9
1060,Japan,2015,Phishing,Banking,87.5,429920,Nation-state,Zero-day,Encryption,37
1061,Australia,2019,SQL Injection,Healthcare,0.75,269314,Unknown,Social Engineering,VPN,64
1062,UK,2019,Man-in-the-Middle,Healthcare,37.16,696199,Nation-state,Weak Passwords,Encryption,42
1063,Russia,2020,Phishing,Banking,98.38,355505,Nation-state,Unpatched Software,AI-based Detection,35
1064,Australia,2023,DDoS,IT,55.94,890234,Nation-state,Unpatched Software,VPN,53
1065,Brazil,2019,Ransomware,Telecommunications,23.63,581616,Insider,Social Engineering,Encryption,1
1066,China,2021,SQL Injection,IT,39.44,155768,Nation-state,Social Engineering,AI-based Detection,19
1067,Australia,2024,Malware,Telecommunications,83.69,824298,Nation-state,Unpatched Software,Firewall,4
1068,UK,2018,Malware,Government,28.88,212533,Insider,Unpatched Software,Antivirus,71
1069,Brazil,2019,Ransomware,Banking,10.1,47737,Hacker Group,Social Engineering,Encryption,69
1070,Brazil,2018,Man-in-the-Middle,IT,47.01,940513,Unknown,Unpatched Software,Encryption,10
